text,label,lang
vi tager vores gamle kongerige tilbage med containerskibe,0,da
vi må navngive det rhansø efter sejren,0,da
vi kan da lærer noget hvis vi skal kunne se hvem tyvene er skal ansigtet da ikke sløres,0,da
vi havde to børn på den skole jeg arbejder på der blev lokket af nogle andre til at spise blade fra guldregntræer der blev også omgående ringet til giftlinjen de havde heldigvis bare tygget lidt på dem og så spyttet dem ud så der var ikke noget at bekymre sig om men de var begge et smut forbi skadestuen bare for at være sikker generelt skal man lade være med at spise ting man ikke kender,0,da
vi har allerede vundeturl,0,da
verdenskort improved edition,0,da
vender tilbage til danmark på ferie efter mange måneder her på færøerne jeg kommer til at blive stegt,0,da
velkommen hjem brødre,0,da
urimelige repræsentationer af vores ellers smukke og henrivende dronning margrethe d af danmark,0,da
undskyld hvad hvordan er loot boxes gambling,0,da
underligt hvorfor de har deres up og downvote flag byttet om ikke engang simpelt layout kan de finde ud af,0,da
underbart mycket lycka till dig i framtiden och god jul,0,da
ulven har dog også eu i ryggen de spiller på begge heste de buerakruter,0,da
uden tvivl den mest kendte skuespiller i verdenshistorien,0,da
uden at gå alt for meget i detaljer så er c nærmest grundstenen bag alt software i dag på den ene eller anden måde,0,da
tænk lige på hvad du kan gøre næste gang skal koge pasta,0,da
tvinges du kan jo bare vente min med at gå ind plejer at være min reklame og derefter trailers,0,da
très bon subreddit j'aime bienedit longue vie au danemark,0,da
tror du skal vælge din mand nøje,0,da
troede det var københavn,0,da
top gear fansne i ringlin vil forstå denne reference til et fantastisk dansk spiseurl,0,da
to danskere tager til en udenlandsk fodboldkamp hvad har det med danmark at gøre,0,da
ting der er uundgåelige i denne verden islam diskussioner i hver artikel relevant eller ej udlændinge i hver artikel messi og ronaldo i hver fodbold diskussion relevant eller ej,0,da
tillykke til både danmark og island hilsen fjeldabe,0,da
tiljeg elsker de danske introsange og har sjovt nok aldrig tænkt over at det var den samme person som sang,0,da
til jeg elsker de danske introsange og har sjovt nok aldrig tænkt over at det var den samme person som sang,0,da
tak i lige måde,0,da
tak for de sjove kommentarer  here er en update min bror har skrevet sin egen på engelsk i stedet for danglish og går ned og får den underskrevet idag en lille bonus hans kones navn var også stavet forkert  ps tak for mit første guld,0,da
sæt en postit på hvor der står målestoks forhold,0,da
så skal chefen have lønforhøjelse igen,0,da
så må du glæde dig til næste sommer for det siges denne sommer klima er her for blive så en lige så stræk sommer forventes til næste sommer,0,da
så kommer de nok til at investere i en ny cykelpumpe så landbetjenten kan rykke ud på sin cykel,0,da
hvis du hellere vil have et kalifat end sverige kan du fandme fucke ud af mit land din luder,1,da
fuck nogle møgdyr det er jo ren mafia bare for at de kan støtte de åndssvage bådflygtninge,1,da
kalle er faggot,1,da
de skal ikke være her mere der er ikke krig i deres egen land mere så ud med alle muslimer de høre ikke hjemme her,1,da
sikke da en bitch som gør sådan noget håber hun bliver straffet og den uskyldige unge mand får en behørig erstatning,1,da
smid dem på den anden side af grænsen hvor de kom fra og byg et hegn som trump,1,da
de skal have en gratis enkelt billet vi gider ikke et danmark fyldt med velfærdsturister og om år overtal af muslimer med hjernedød mentalitet der ikke hører til i norden,1,da
nu tar sverige över tråden era jävla pölse ätande bastubadande smörlösa muppar,1,da
white trash det en søn til df politikker i nordjylland jo mere medierne gør de her beskidte mennesker berømt jo flere vil ønske samme mediedækning som ubåd madsen og ham white trash massemorder fra norge,1,da
feminisme er cancer,1,da
beaten like a redheaded stepchild,1,da
we will build a wall and make the swedes pay for it,1,da
sniffe kokain af bagerens røvhul hørtes ut som et godt gammelt dansk ordtak for å bli tatt ved nesen eller bli bløffet eller noe,1,da
voldtægtsmænd gør det ikke fordi de nødvendigvis har lyst til sex de gør det fordi de kan lide magten,1,da
pretty damn opportunistic of you to waltz in here and shit on conservatives after one retard’s segment on tv when the rest of your media is just as bad and if not worse,1,da
indvandrere de kender intet til dansk gerrighed og smålighed,1,da
ah og vi har allerede fået bygget en mur mod indvandring fra vest kan jeg se kun et spørgsmål om tid før den bliver forlænget for at stoppe svensken,1,da
danskerne skal bare spytte i kassen til den udenlandske berigelse og dermed deres egen undergang,1,da
latterlige feminister de skulle forbydes,1,da
man har ikke levet før man har fået pustet kokain op i røven af en bagerjomfru,1,da
arrghh det er ikke kun brysterne du bruger og bare vent og se afdankede pornostjerner ender med at fortryde det ar på krop og sjæl,1,da
de refererer nok til den voksende indvandrerbefolkning og hvordan de laver et hostile takeover af det svenske kongerige med årene,1,da
sindsyge kælling,1,da
hold dig væk fra vores ø du dansker lort,1,da
med flere indvandre går det nedad da de først lige skal læres op i at læse og skrive,1,da
hvorfor har den kæmpe retardering fået en ministerpost,1,da
tyskerne kan kun lave tarvelige efterligninger url,1,da
feminisme burde blive ulovligt at dyrke og kvinderne skal have frataget stemmeretten alle de steder de har stemmeret straffen for feminisme skal være en tur i peter madsen’s ubåd med peter madsen saven og skruetrækkeren,1,da
se lige alle de kristne der råber og skriger om at op skal tæskes pga et provokerende opslag nårh nej vent jeg tænker på muslimer min fejl,1,da
sweden's the penis finland's the balls denmark's the cum,1,da
det er kun svenskere som spiser røde pølser er det ment som en eksportvare til vores smagsløse naboer,1,da
jävla dansksvin,1,da
kælling,1,da
tyskerne kan kun lave tarvelige efterligninger,1,da
tror mere hun har hård hud i kussen,1,da
ind og ruske tremmer med hendeden syge kælling,1,da
håber de fucking hunde blir kneppet,1,da
derfor skal vi ha grænsekontrol begge veje vores skattekroner fosser ud af kasse til udlandet og nu forsvinder vores egendele også hvad gør politikerne ved det nå jo de har fanget britta og nu skal hun fandme steges totalt og så glemmer vi alle sammen nok alt det andet lort regeringen ikke gør en skid ved,1,da
fuck perkerne ses på chan tabere,1,da
som vilde dyr angriber i flok fang dem luk dem i kontainer åben hanen med evt gas,1,da
fuck bøsserøven macron og længe leve mandfolket trump,1,da
var vi de eneste røvhuller som dyppede karamellerne i et tyndt lag olivenolie og satte dem i køleskabet det var som at kaste med sten xd,1,da
nu kører du da helt ud over kanten hvornår har dit hadeobjekt df undertrykt kvinder og skåret hovedet af folk hiv nålen ud af armen og vend tilbage til virkeligheden,1,da
landet som bliver kaldt swedistan og som sælger granater i deres pizzariaer skulle være nordens konge,1,da
det er det sædvanlige pis med kulturberigerne,1,da
hvilket barbarisk middelalderligt og primitivt land mon han kommer nå jo,1,da
selv svensken vil ikke være i sit eget fæle land,1,da
hvorfor er svensken så humorforladt og skindød og lad da så for helvede skåne komme hjem,1,da
shitters commit sudokudeus cunt knights eat shitvikings ever dinamarca forvr,1,da
enig folk der betaler for at få sex er de dummeste agtig men hvis man tjener penge på det er det da klogt nok fuck hvad andre tænker,1,da
grab them by the pussy,1,en
ninguna mujer es 'puta',0,es
la izquierda española pide que se derribe la valla de ceuta y melilla para que entren los inmigrantes el municipio,0,es
los manteros subsaharianos corren a sillazos a la policía vía,0,es
llevan razón no hay ningún motivo para estar en alerta por terrorismo los migrantesinmigrantes o como quieran llamarlos q están estando en españa es la religión del amor son educados y cívicos yo ya puestos os quitaría las armas y os daría flores o piruletas para defenderos,0,es
los árabes y los venezolanos jajaja,0,es
sánchez da sanidad gratis a los sin papeles pero no a los inmigrantes legales enviado desde,0,es
el ínclito cobra la sanidad a los inmigrantes legales mientras la regala a los sin papeles economía digital,0,es
agentes de la patrulla fronteriza de usa detuvo a un grupo de inmigrantes indocumentados en el desierto del suroeste de arizona buildthewall,0,es
migrantes que saltaron la valla de ceuta responden a las acusaciones de violencia la única arma que tenemos es el coraje vía,0,es
una valla de taxis y taxistas en la frontera de ceuta y melilla sería infranqueable,0,es
migrantes que saltaron la valla de ceuta responden a las acusaciones de violencia la única arma que tenemos es el coraje,0,es
amaneció de golpe se acerca de nuevo palabras de indocumentado análisi vía,0,es
politivida si no te gusta puedes cambiarlo destino sudaca,0,es
dos amigos hablando raúl q me das por mi mujer nada trato hecho,0,es
los barrios un pueblo solidario ante el caos con la acogida de inmigrantes en pabellones vía,0,es
unos manteros agreden a un turista en barcelona sanchez se carga el jefe de la uco salto a la valla en melilla por el efecto llamada subida de impuestos sanidad universal para los ilegales concesiones a independentistas catalanes y vascos pero vamos a hablar de franco,0,es
hay que pasarle al canciller moncada una bolsa de gabacha para cuando salga de la sesión se tape la cara,0,es
ultima hora el ministro del interior grande marlaska ha dicho a los guardias civiles de ceuta que cuando salte la valla el negro de wuassap que lo detengan y lo trasladen inmediatamente a su domicilio en madrid,0,es
hay racismo cuando no creen que soy su hermana porque soy güera,0,es
en que se parece una mujer a un cientifico en que al cientifico le pasan cosas por la cabeza y a la mujer le pasan cabezas por la cosa,0,es
la mejor forma de dormirte es pegarte un cachetazo en la cara dormido pensala,0,es
pero mire que llegó la güera salomé,0,es
ideas para intentar recuperar la popularidad perdida el fujimorismo empezará con el discurso xenófobo anti inmigración venezolana y voilá he ahí nuestro partido fascista,0,es
por culpa de los petardos tengo unos amigos locos por encontrar a su perrita se les escapó y salió huyendo por el ruido,0,es
la idea está la polla con cebolla pero obviamente no todos van a entrar por desconfianza pero entrarán los que quieran ir y tengan confianza,0,es
que tierra dejamos a nuestras generaciones el planeta es de todos no solo de unos pocos ahora ya me estan quitando el aire para respirar no aquí o nos salvamos o morimos todos¡ incluídos refugiados paterasetc manda huevos el calor me afecta al cerebro pk es inteligente,0,es
los viernes por la noche los moritos y su reggaeton arabe no dejan descansar forniteo,0,es
— yo soy respetuoso con los demás sólamente les recuerdo lo que son y si son escoria no es culpa mía — ¡claro que lo sé ¿¡por quién me tomas,0,es
esa gente insultando y condenando al asesino de diana quer pero que luego le quitan importancia al acoso violación y maltrato a la mujer,0,es
gracias twitter por enseñarme que el truco para ser famosa es estar bien buena y ser bien puta,0,es
el problema de algunos no es “la xenofobia sino que ”la aporofobia” rechazo al pobre a nadie le molesta el inmigrante millonario como paulman sino el haitiano pobre que necesita ayuda,0,es
yo cocinoy que prefiero comprar en disco o jumbo y espero q larreta deje entrar a la cadena walmart y los franchutes de carrefour dejen de robar,0,es
vienes a las mías 'políticos' no españa con franco eso no pasaba teníais lo que queríais todos por igual el fanatismo por la independencia llegó después con atontaos a los que votamos yo soy de c's por innovar no por o,0,es
la trampa de la onu convertir mil árabes en millones de refugiados palestinos,0,es
ains ya no queda buen machismo como el de antes,0,es
los árabes son los hombres más descarados y ligadores del mundo,0,es
el ciudadano ruso denis yakovlev facilitó en florida al menos matrimonios falsos entre estadounidenses e inmigrantes indocumentados —en su mayoría asiáticos— por los que cobraba hasta,0,es
yo solo estoy esperando el momento en el que dj alex suba el remix arabe de ecko y papichamp,0,es
y el estado se hace pendejo con pagarles sus perdidas recordemos que el mayate rafael moreno valle se robo la lana de varios seguros,0,es
toy feliz porque me voy a comer empanadas árabes viendo naruto,0,es
si alguien tiene la imagen del pokemon ese bailando con el machupichu hoy no cobras tirititirititiritiirii que la ponga,0,es
qué es un partido doble mixto de tenis un single de hombres con obstáculos,0,es
pásalo muy biente lo mereces,0,es
pues en los primeros quince días de vida el blog ya ha recibido visitas de austria emiratos árabes unidos costa rica eslovenia armenia panamá malta japón perú o república dominicana sois grandes,0,es
me ha gustado un vídeo de asalto a la valla de ceuta guardias civiles heridos y el gobierno,0,es
los catalanes somos españoles y si no te gusta te jodes porque como catalán serás español toda tu vida això és com a mínim discutible del que no hi ha dubte és que per molta bandera espanyola que portis per a gran part d'espanya tu sempre seràs,0,es
